Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,exam_part,holiday,instit_kind,instit_nm,lat,lng,medical_instit_kind,organ_loc,regist_dt,street_nm_addr,sunday_oper_week,tel,update_dt,zip_code
09:00~18:00,09:00~18:00,~,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,신경과,신경외과,외과,정형외과,침구과,한방내과,한방신경정신과,한방재활의학과",~,요양병원,곽요양병원,35.10651664,128.9607167,응급의료기관이외,1호선 하단역 1번출구,2009-11-24,부산광역시 사하구 낙동남로 1361 (하단동),,051-207-5131,2020-11-23,49314
09:00~18:00,09:00~18:00,09:00~15:00,~,09:00~20:00,09:00~20:00,09:00~18:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",09:00~15:00,한의원,삼성한의원,35.24613675,129.2166295,응급의료기관이외,1호선 자갈치역 1번 출구,2009-11-23,"부산광역시 기장군 기장읍 차성동로 93, 2층 (기장읍)",,051-907-3375,2019-10-31,46061
09:30~18:00,09:30~18:00,09:00~13:00,~,09:30~18:00,09:30~20:00,09:30~18:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,마음웰치과의원,35.09845201,129.0315627,응급의료기관이외,1호선 남포역 1번 출구,2009-11-23,"부산광역시 중구 구덕로 40, 10층 (남포동2가)",,051-256-2875,2021-02-04,48953
09:00~18:30,09:00~18:30,09:00~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",09:00~14:00,한의원,구광한의원,35.11160503,129.0121587,응급의료기관이외,1호선 서대신역 1번출구,2009-11-22,"부산광역시 서구 대티로 179, 지하1층 일부, 1층 (서대신동3가)",,051-255-8030,2019-06-14,49210
10:00~18:30,10:00~18:30,10:00~13:00,~,10:00~18:30,10:00~18:30,10:00~18:30,정형외과,~,의원,서화정형외과의원,35.09950528,128.9896121,응급의료기관이외,1호선 괴정역 1번출구/ 괴정1동 주민센터 옆,2009-11-19,부산광역시 사하구 낙동대로 252 (괴정동),,051-206-1701,2021-02-03,49341
09:30~18:00,09:30~18:00,09:00~13:00,~,14:00~19:00,09:30~18:00,09:30~18:00,이비인후과,~,의원,명이비인후과의원,35.10308091,128.97442,응급의료기관이외,1호선 당리역 6번 출구,2009-11-19,부산광역시 사하구 낙동대로 399 (당리동),,051-202-1316,2021-02-02,49411
09:00~19:30,09:00~19:30,09:00~15:00,09:00~13:00,09:00~19:30,09:00~19:30,09:00~19:30,,09:00~13:00,약국,사하중앙약국,35.09059355,128.9991003,응급의료기관이외,버스정류장: 중앙U병원 옆/삼성여고 부일전자공고 사이에 위치함,2009-11-18,부산광역시 사하구 감천로 59 (감천동),1 2 3 4 5,051-203-8878,2021-02-09,49371
09:00~17:30,09:00~17:30,09:00~12:00,~,09:00~17:30,09:00~17:30,09:00~17:30,치과,~,치과의원,하버드림치과의원,35.05723329,128.9712761,응급의료기관이외,농협 사거리,2009-11-17,부산광역시 사하구 다대로 549 (다대동),,051-265-6617,2019-03-22,49524
09:30~18:00,09:30~18:00,09:30~14:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,하단어린이치과의원,35.1058775,128.9662705,응급의료기관이외,하단오거리,2009-11-17,부산광역시 사하구 낙동남로 1414,,051-202-1275,2021-02-01,49427
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,예담치과의원,35.09994911,128.9937525,응급의료기관이외,1호선 괴정역 10번 출구,2009-11-17,부산광역시 사하구 낙동대로 211 (괴정동),,051-205-2275,2019-05-22,49355
10:00~19:00,10:00~19:00,10:00~14:00,~,10:00~19:00,10:00~19:00,10:00~19:00,치과,~,치과의원,샤인e치과의원,35.10052703,128.9936279,응급의료기관이외,괴정지하철역5번출구,2009-11-17,부산광역시 사하구 낙동대로 212,,051-293-9710,2021-02-02,49338
09:30~18:00,09:30~18:00,09:30~14:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,강동미소치과의원,35.08962784,128.9782736,응급의료기관이외,강동병원 신관2층,2009-11-17,"부산광역시 사하구 다대로 145, 지하2층 (신평동, 강동병원)",,051-203-3200,2021-02-02,49393
09:30~19:00,09:30~19:00,09:30~19:00,~,~,09:30~19:00,09:30~19:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,심재원한의원,35.16175727,129.1608952,응급의료기관이외,2호선 해운대역 5번출구,2009-11-13,"부산광역시 해운대구 구남로 27, 해운대오피스 2층, 지하1층 (중동)",,051-731-0078,2021-02-03,48095
09:00~20:00,09:00~20:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~20:00,"내과,소아청소년과,이비인후과,피부과",~,의원,건강한장내과의원,35.2253319,129.1485754,응급의료기관이외,4호선 영산대역 2번 출구 / 버스정류장: 반송도서관교차로,2009-11-06,부산광역시 해운대구 아랫반송로21번길 2 (반송동),,051-543-1088,2021-01-31,48017
09:00~19:00,09:00~19:00,09:00~17:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"내과,마취통증의학과,신경과,신경외과,외과,재활의학과,정형외과",09:00~13:00,병원,김&정해운대병원,35.17196043,129.174949,응급의료기관이외,"2호선 장산역 10번출구/버스정류장: 해운대문화회관 교차로 부근, 울트라타워빌딩 8층",2009-11-06,"부산광역시 해운대구 좌동로 88, 8층 (좌동, 울트라타워)",,051-702-7017,2021-01-31,48106
09:00~19:00,09:00~19:00,~,09:00~18:00,09:00~19:00,09:00~19:00,09:00~19:00,"가정의학과,내과,소아청소년과,이비인후과,피부과",09:00~16:00,의원,미래통합의원,35.16182797,129.0338452,응급의료기관이외,버스정류장: 당평초등학교 맞은편 3층,2009-11-01,"부산광역시 부산진구 백양대로136번길 41, 3층 (당감동)",1 2 3 4 5,051-895-0152,2021-02-04,47176
10:00~21:00,10:00~21:00,10:00~18:00,~,10:00~21:00,10:00~21:00,10:00~18:30,"구강안면외과,치과,치과보철과",~,치과의원,센텀뉴욕치과의원,35.1681039,129.1313034,응급의료기관이외,"2호선 센텀시티역 11, 13번 출구",2009-10-29,"부산광역시 해운대구 센텀남대로 50, 401호 (우동, 센텀임페리얼)",,051-717-2853,2020-08-18,48060
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~13:00,"침구과,한방내과,한방부인과,한방소아과,한방신경정신과",09:00~12:30,한의원,영광한의원,35.19107426,129.2047171,응급의료기관이외,,2009-10-21,"부산광역시 해운대구 해운대로 1190, 2동 (송정동)",,051-701-7542,2020-06-23,48069
09:15~18:15,09:15~18:15,09:15~14:00,~,09:15~18:15,09:15~18:15,09:15~18:15,"내과,소아청소년과,신경과,이비인후과,피부과",~,의원,김주인내과의원,35.15646259,129.0580663,응급의료기관이외,서면역 9번출구/롯데백화점 맞은편/BS메디컬센터8층,2009-10-19,부산광역시 부산진구 서면로 64 (부전동),,051-802-7550,2021-02-03,47286
09:00~17:30,09:00~18:00,09:00~13:00,~,09:00~17:30,09:00~17:30,09:00~17:30,"가정의학과,내과,마취통증의학과,비뇨의학과,소아청소년과,신경과,영상의학과,재활의학과,정신건강의학과,진단검사의학과,피부과,한방재활의학과",~,병원,메드윌병원,35.2585135,129.0909544,응급의료기관이외,1호선 두실역 7번출구,2009-10-17,"부산광역시 금정구 중앙대로 1951 (구서동, 메드월병원)",,051-519-8000,2020-04-10,46229
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~14:00,09:00~18:00,09:00~18:00,"내과,소아청소년과,이비인후과,피부과",~,의원,상쾌한위앤장내과의원,35.1930226,129.1288931,응급의료기관이외,버스정류장: 반산초등학교 맞은편,2009-10-13,"부산광역시 해운대구 재반로 169, 지하1층,1층일부,2~5층 (재송동)",,051-784-8276,2020-12-28,48051
09:00~18:00,09:00~18:00,09:00~14:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"내과,산부인과,이비인후과,피부과",~,의원,박혜경내과의원,35.16783146,129.1315191,응급의료기관이외,"2호선 센텀시티역 11, 13번출구/센텀메디컬센터",2009-10-06,부산광역시 해운대구 센텀2로 10 (우동),,051-731-7400,2021-02-03,48060
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"내과,소아청소년과,이비인후과,피부과",~,의원,따뜻한청진기내과의원,35.14119917,129.1116719,응급의료기관이외,2호선 남천역 1번출구/삼익비치아파트,2009-10-04,"부산광역시 수영구 남천동로 36, 3층 (남천동)",,051-623-6240,2021-01-14,48309
09:00~19:00,09:00~19:00,09:00~13:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"내과,소아청소년과,피부과",09:00~13:00,의원,닥터한스의원,35.19791216,128.9949898,응급의료기관이외,2호선 구남역 3번출구,2009-10-02,"부산광역시 북구 백양대로 1025 (구포동, 협진태양아파트)",,051-334-2897,2021-02-05,46650
09:30~18:00,09:30~18:00,09:30~13:30,~,09:30~18:00,09:30~18:00,09:30~18:00,"내과,마취통증의학과,신경과,재활의학과,정형외과",~,의원,우리재활의학과의원,35.17248076,129.1742759,응급의료기관이외,버스정류장: 해운대문화회관,2009-10-01,"부산광역시 해운대구 양운로 104 (좌동, 우리메디칼센터)",,051-704-4114,2020-11-23,48079
09:00~18:30,09:00~18:30,09:00~13:30,~,09:00~18:30,09:00~18:30,09:00~15:30,"내과,산부인과,소아청소년과,이비인후과,피부과",~,의원,예담소아청소년과의원,35.19930725,129.1189761,응급의료기관이외,동해선 부산원동역 2번출구,2009-10-01,부산광역시 해운대구 선수촌로 64 (반여동),,051-532-7511,2021-02-03,48039
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,마취통증의학과,산부인과,소아청소년과,외과,정형외과",~,의원,아름다운내과의원,35.17196043,129.174949,응급의료기관이외,버스정류장: 해운대문화회관,2009-10-01,"부산광역시 해운대구 좌동로 88, 701호 (좌동, 울트라타워)",,051-701-6699,2020-03-13,48106
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"신경외과,재활의학과,정형외과",~,의원,센텀척신경외과의원,35.16769738,129.1323625,응급의료기관이외,2호선 센텀시티역 8번출구,2009-10-01,"부산광역시 해운대구 센텀2로 15 (우동, 센텀브라이언 5층,9층)",,051-743-1300,2020-09-15,48060
09:30~17:30,09:30~17:30,~,~,09:30~17:30,09:30~17:30,09:30~16:30,정신건강의학과,~,의원,새롬NL정신건강의학과의원,35.16493286,129.1606111,응급의료기관이외,2호선 해운대역 2번 출구,2009-10-01,"부산광역시 해운대구 해운대로 643, 장산빌딩 8층 (우동)",,051-744-4852,2020-02-17,48087
09:00~21:00,09:00~21:00,09:00~17:00,09:00~17:00,09:00~21:00,09:00~21:00,09:00~21:00,,09:00~17:00,약국,황원태약국,35.07581099,129.0728011,응급의료기관이외,버스정류장: 태종대앞교차로,2009-09-29,"부산광역시 영도구 동삼로 18-1, 2층 (동삼동)",1 2 3 4 5,051-404-0172,2021-02-04,49107
09:00~18:30,09:00~18:30,09:00~13:00,~,09:00~18:30,09:00~18:30,09:00~18:30,,09:00~13:00,약국,한사랑약국,35.12438779,129.0879097,응급의료기관이외,버스정류장: 남광시장 맞은편,2009-09-29,"부산광역시 남구 석포로 69-1, (대연동)",,051-624-2045,2021-01-15,48487
09:00~19:00,09:00~19:00,09:00~16:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,한아름약국,35.11909305,129.1121062,응급의료기관이외,용호3동 부산은행 사거리 부근,2009-09-29,부산광역시 남구 용호로 147,,051-611-5801,2021-01-15,48585
09:00~19:00,09:00~19:00,09:00~13:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,하얀약국,35.18833962,129.0840961,응급의료기관이외,콘티넨탈 호텔 맞은편에서 연산로타리 방면으로 10-20m이내 위치,2009-09-29,부산광역시 연제구 반송로 33 (연산동),,051-929-2653,2021-02-09,47520
10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,,10:00~22:00,약국,팜플러스온누리약국,35.22128992,129.0855783,응급의료기관이외,"1호선 온천장역 3,5번출구, 홈플러스 안",2009-09-29,부산광역시 동래구 중앙대로 1523 (온천동),1 3 5,051-553-5548,2021-02-05,47710
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,프라임조은약국,35.18479728,129.0810626,응급의료기관이외,프라임시티빌딩1층일부,2009-09-29,부산광역시 연제구 중앙대로 1090,,051-851-1575,2021-02-09,47596
09:00~18:00,09:00~18:00,09:00~13:30,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,코끼리약국,35.19717744,129.0966224,응급의료기관이외,버스정류장:동래봉생병원앞/4호선 충렬사역 2번출구,2009-09-29,부산광역시 동래구 안연로109번길 24,,051-532-0616,2021-02-08,47889
09:00~20:00,09:00~20:00,09:00~18:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,제일약국,35.15806536,129.057231,응급의료기관이외,1호선 명륜역 3번출구,2009-09-29,부산광역시 부산진구 가야대로 783 (부전동),,051-557-7447,2021-02-08,47257
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,정문약국,35.20417176,129.0796394,응급의료기관이외,대동병원후문,2009-09-29,"부산광역시 동래구 충렬대로181번길 9, (명륜동)",,051-556-7117,2019-05-28,47736
09:00~20:00,09:00~20:00,09:00~15:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,09:00~13:00,약국,오즈약국,35.23362958,129.0139929,응급의료기관이외,미즈웰산부인과 옆,2009-09-29,부산광역시 북구 금곡대로 284,,051-362-8858,2021-02-09,46533
09:00~20:00,09:00~20:00,09:00~14:30,~,09:00~20:00,09:00~20:00,09:00~19:00,,~,약국,신도시약국,35.3261059,129.1709748,응급의료기관이외,버스정류장: 정관성당,2009-09-29,부산광역시 기장군 정관읍 정관4로 38,,051-727-1048,2021-01-12,46015
09:00~19:30,09:00~19:30,09:00~15:30,~,09:00~19:30,09:00~19:30,09:00~19:30,,~,약국,신라약국,35.1722842,128.9885514,응급의료기관이외,신라대학교근처오양힐아파트앞,2009-09-29,"부산광역시 사상구 덕상로 7, (덕포동)",,051-303-8775,2021-02-08,46941
08:00~19:00,08:00~19:00,08:00~14:00,~,08:00~19:00,08:00~19:00,08:00~19:00,,~,약국,신세계약국,35.18522302,129.0818368,응급의료기관이외,"1,3호선 연산역 4번출구",2009-09-29,부산광역시 연제구 월드컵대로 125,,051-851-2205,2021-02-09,47596
11:00~20:00,11:00~20:00,11:00~20:30,11:00~20:30,11:00~20:00,11:00~20:00,11:00~20:00,,11:00~20:30,약국,센텀건강약국,35.16863843,129.1290824,응급의료기관이외,2호선 센텀시티역 12번출구,2009-09-29,부산광역시 해운대구 센텀남대로 35,1 2 3 4 5,051-745-2170,2020-11-23,48058
09:00~22:00,09:00~22:00,09:00~13:00,~,09:00~22:00,09:00~22:00,09:00~22:00,,09:00~13:00,약국,샘솟는약국,35.26545263,129.0921135,응급의료기관이외,1호선 남산역 5번출구,2009-09-29,부산광역시 금정구 중앙대로 2027 (남산동),,051-512-2253,2021-01-12,46224
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,서호약국,35.05538281,128.9648303,응급의료기관이외,롯데캐슬몰운대아파트주상가3층308호,2009-09-29,부산광역시 사하구 다대낙조2길 100,,051-265-9038,2021-02-09,49497
09:00~20:50,09:00~20:50,09:00~20:30,14:00~20:00,09:00~20:50,09:00~20:50,09:00~20:50,,09:00~20:00,약국,새부산약국,35.10001929,128.99179,응급의료기관이외,괴정역 1번출구,2009-09-29,부산광역시 사하구 낙동대로 230,1 2 3 4 5,051-903-4945,2021-02-08,49340
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,삼성약국,35.14121377,128.984027,응급의료기관이외,학장삼성아파트앞,2009-09-29,부산광역시 사상구 학감대로123번길 76,,051-327-8270,2021-02-09,47049
09:00~20:00,09:00~20:00,09:00~15:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,밝은약국,35.21076465,129.0071293,응급의료기관이외,3호선 덕천역 12번 출구,2009-09-29,부산광역시 북구 만덕대로 19 (덕천동),,051-342-3438,2020-11-26,46548
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,배약국,35.07308925,128.9768698,응급의료기관이외,한서병원 옆,2009-09-29,부산광역시 사하구 다대로 323,,051-262-5544,2019-12-24,49511
09:00~19:00,09:00~19:00,09:00~15:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,백선메디컬약국,35.10627543,128.9694891,응급의료기관이외,지하철하단역11번출구에서2분,2009-09-29,부산광역시 사하구 승학로2번길 1,,051-291-4554,2021-02-09,49326
08:30~19:00,08:30~19:00,08:30~16:00,~,08:30~19:00,08:30~19:00,08:30~19:00,,~,약국,바른약국,35.19765935,128.9906491,응급의료기관이외,북구청 옆,2009-09-29,"부산광역시 북구 사상로 599, (구포동)",,051-301-7502,2020-11-26,46504
09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,,09:00~21:00,약국,드림약국,35.1569142,129.0579624,응급의료기관이외,2호선 서면역 7번 출구,2009-09-29,"부산광역시 부산진구 서면로 68, 부전동근린생활시설 1층 (부전동)",1 2 3 4 5,051-807-0020,2021-02-08,47286
09:00~18:30,09:00~18:30,10:00~12:30,~,09:00~18:30,09:00~18:30,09:00~18:30,,~,약국,동창약국,35.08988518,129.0673268,응급의료기관이외,영도구청맞은편,2009-09-29,부산광역시 영도구 태종로 424,,051-416-5033,2021-02-09,49088
09:00~19:30,09:00~19:30,09:00~15:00,~,09:00~19:30,09:00~19:30,09:00~19:30,,~,약국,다정약국,35.15287555,129.023426,응급의료기관이외,2호선 개금역 1번출구/개금아이사랑산부인과,2009-09-29,"부산광역시 부산진구 가야대로 470, 1층 (개금동)",,051-893-1910,2021-02-08,47323
09:00~20:30,09:00~20:30,09:00~14:00,~,09:00~20:30,09:00~20:30,09:00~20:30,,~,약국,늘푸른경성약국,35.1879697,129.1040636,응급의료기관이외,버스정류장: 토곡한양아파트 앞 큰 대로변,2009-09-29,부산광역시 연제구 과정로 212,,051-759-4476,2020-12-24,47565
09:00~19:00,09:00~19:00,09:00~13:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,남은약국,35.20880381,129.0131016,응급의료기관이외,덕천주공@입구,2009-09-29,"부산광역시 북구 덕천로 76, 남은약국 (덕천동)",,051-337-7682,2020-11-26,46589
09:00~18:00,09:00~18:00,09:00~12:30,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,고은약국,35.12460672,129.0785541,응급의료기관이외,버스정류장:동일아파트입구,2009-09-29,"부산광역시 남구 우암로 168, 우암동우체국 (우암동)",,051-647-7741,2018-09-19,48473
09:00~20:00,09:00~20:00,09:00~14:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,가야약국,35.10107589,128.9579656,응급의료기관이외,버스정류장: 가락타운2단지 상가,2009-09-29,부산광역시 사하구 하신번영로 233,,051-206-1629,2021-02-09,49430
10:00~21:00,10:00~21:00,10:00~21:30,10:00~21:30,10:00~21:00,10:00~21:00,10:00~21:00,,10:00~21:30,약국,21세기약국,35.21170859,129.0774768,응급의료기관이외,버스정류장: 롯데마트 동래점 지하1층,2009-09-29,부산광역시 동래구 중앙대로 1393 (온천동),1 3 5,051-668-2751,2021-02-05,47727
09:30~18:00,09:30~18:00,~,~,09:30~18:00,09:30~18:00,09:30~18:00,"예방치과,치과",~,치과의원,스마일치과의원,35.13040564,128.9717944,응급의료기관이외,버스정류장: 엄궁교차로,2009-09-29,부산광역시 사상구 낙동대로 782 (엄궁동),,051-313-3689,2019-05-22,47039
09:30~19:00,09:30~19:00,09:30~13:00,~,14:00~21:00,09:30~19:00,09:30~19:00,치과,~,치과의원,굿모닝치과의원,35.2050459,129.0776413,응급의료기관이외,1호선 온천장역 2번출구,2009-09-29,"부산광역시 동래구 중앙대로 1319, 4층 (온천동)",,051-555-2904,2021-02-08,47734
08:30~18:00,08:30~18:00,08:30~12:30,~,08:30~18:00,08:30~18:00,08:30~18:00,"내과,소아청소년과,이비인후과,피부과",~,의원,현대소아청소년과의원,35.19243038,129.0711167,응급의료기관이외,3호선 종합운동장역 7번출구/홈타운상가 2층,2009-09-29,"부산광역시 연제구 법원북로 34 (거제동, 거제1차 현대홈타운)",,051-507-9775,2019-05-16,47508
09:30~19:00,09:30~19:00,09:30~17:00,~,~,09:30~19:00,09:30~19:00,"성형외과,피부과",~,의원,티아라의원,35.1696715,129.1776713,응급의료기관이외,2호선 장산역 5번출구/세종월드 5층,2009-09-29,부산광역시 해운대구 해운대로 814,,051-804-5355,2021-02-03,48111
08:30~18:00,08:30~18:00,08:30~15:00,08:30~09:30,08:30~18:00,08:30~18:00,08:30~18:00,"내과,비뇨의학과,소아청소년과,신경과,영상의학과,정형외과,진단검사의학과,피부과",09:30~13:00,의원,이언탁내과의원,35.20225616,129.0740902,응급의료기관이외,"1,4호선 동래역 6번출구/버스정류장:부산축협",2009-09-29,부산광역시 동래구 여고북로 169 (온천동),1 2 3 4 5,051-504-5338,2021-02-02,47825
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,소아청소년과,이비인후과",~,의원,우리가족처음의원,35.15504721,129.0192386,응급의료기관이외,버스정류장:개금초등학교 맞은편/신개금 LG아파트상가 지하1층,2009-09-29,"부산광역시 부산진구 백양대로300번길 20, 신개금엘지아파트상가동 지하1층 2,3,4호 (개금동, 신개금엘지아파트)",,051-895-0129,2019-12-26,47174
09:00~18:30,09:00~18:30,09:00~14:00,~,14:00~18:30,09:00~18:30,09:00~18:30,"비뇨의학과,피부과",~,의원,연산예스비뇨기과의원,35.18674295,129.0822193,응급의료기관이외,부산시 연제구 연산4동 756-7 다비치안경점 3층,2009-09-29,"부산광역시 연제구 반송로 9, 3층 (연산동)",,051-867-5050,2021-02-02,47520
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"가정의학과,내과,비뇨의학과,소아청소년과,정형외과,피부과",09:00~13:00,의원,미래내과의원,35.16035908,129.0608719,응급의료기관이외,1호선 부전역 1번 출구,2009-09-29,"부산광역시 부산진구 중앙대로 759-1, 3층 (부전동, 미래클리닉)",,051-804-7211,2021-02-04,47251
09:00~18:30,09:00~18:30,09:30~14:00,~,09:00~18:30,09:00~18:30,09:00~18:30,"내과,소아청소년과,이비인후과,피부과",~,의원,문소아청소년과의원,35.19662439,129.0575114,응급의료기관이외,버스정류장: 사직 새마을금고,2009-09-29,부산광역시 동래구 사직로 80,,051-506-2727,2020-08-14,47863
09:00~18:00,09:00~18:00,09:00~14:00,~,09:00~19:30,09:00~19:30,09:00~18:00,"병리과,소아청소년과",~,의원,다나은내과의원,35.14151782,129.0590578,응급의료기관이외,"1호선 범일동 7,9호선/현대백화점 옆",2009-09-29,부산광역시 부산진구 범일로 127 (범천동),,051-639-5333,2021-02-03,47360
09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~23:00,09:00~23:00,09:00~23:00,"내과,소아청소년과,이비인후과,피부과",09:00~18:00,병원,정관우리아동병원,35.32174125,129.1795231,응급의료기관이외,"버스정류장: 중앙공원/프라임빌딩 3,4,5층",2009-09-29,부산광역시 기장군 정관면 정관중앙로 56 (정관읍),1 2 3 4 5,051-727-7812,2021-02-15,46023
09:00~18:00,09:00~18:00,~,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,보건온누리약국,35.12955408,129.0447926,응급의료기관이외,1호선 부산진역 3번출구/버스정류장: 동구청 앞,2009-09-28,부산광역시 동구 수정동로 9,,051-441-4701,2019-05-16,48780
08:30~20:30,08:30~20:30,08:30~20:00,10:00~19:00,08:30~20:30,08:30~20:30,08:30~20:30,,~,약국,늘푸른약국,35.09704163,129.0278158,응급의료기관이외,"신천지백화점1층,신동아회센타부근",2009-09-28,부산광역시 중구 자갈치로 33 (남포동6가),1 2 3 4 5,051-254-3526,2021-02-09,48982
09:00~20:00,09:00~20:00,09:00~20:00,11:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,12:00~20:00,약국,그린약국,35.12021606,129.0384527,응급의료기관이외,버스정류장: 초량6거리정류장,2009-09-28,부산광역시 동구 초량로 35,1 2 3 4 5,051-468-3843,2021-01-21,48813
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,외과,~,의원,메디칼항외과의원,35.15800715,129.0556387,응급의료기관이외,원광메디칼 14층15층,2009-09-28,부산광역시 부산진구 가야대로 767-1 (부전동),,051-804-0800,2018-09-20,47257
08:30~17:00,08:30~17:00,08:50~13:00,~,08:30~17:00,08:30~17:00,08:30~17:00,,~,약국,대동약국,35.19743646,129.0958901,응급의료기관이외,버스정류장: 동래봉생병원,2009-09-15,부산광역시 동래구 충렬대로348번길 8,,051-528-5500,2019-05-16,47889
09:00~19:00,09:00~19:00,09:00~16:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,재송약국,35.18602036,129.1258316,응급의료기관이외,버스정류장: 재송동농협건너편,2009-08-31,부산광역시 해운대구 재반로 82,,051-781-5050,2021-02-09,48053
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,소나무약국,35.18530521,129.1213092,응급의료기관이외,버스정류장: 효성시티병원앞,2009-08-31,부산광역시 해운대구 해운대로 133 (재송동),,051-784-8999,2020-05-04,48055
08:30~17:30,08:30~17:30,08:30~12:30,~,08:30~17:30,08:30~17:30,08:30~17:30,"내과,신경외과,재활의학과,정형외과",~,의원,신화재활의학과의원,35.1619296,129.1598439,응급의료기관이외,2호선 해운대역 5번 출구,2009-08-22,"부산광역시 해운대구 구남로 22, 6층 (우동, 해월프라자)",,051-731-6024,2021-02-10,48094
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,마취통증의학과,산부인과,신경외과,외과,재활의학과,정형외과,피부과,한방내과,한방신경정신과,한방재활의학과",~,요양병원,한빛의료소비자생활협동조합한빛요양병원,35.08710676,128.993421,응급의료기관이외,버스정류장: 화신아파트,2009-08-22,부산광역시 사하구 사하로 55 (구평동),,051-260-6600,2020-11-23,49396
09:00~18:00,09:00~18:00,~,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,외과,재활의학과,정형외과,침구과",~,요양병원,그랜드자연요양병원,35.14681537,129.0977891,응급의료기관이외,2호선 경성대부경대역 2번출구,2009-08-22,부산광역시 남구 황령대로 355-14 (대연동),,051-612-0075,2021-02-11,48428
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,비뇨의학과,사상체질과,산부인과,소아청소년과,신경과,재활의학과,침구과,피부과,한방내과,한방부인과,한방신경정신과,한방재활의학과",~,요양병원,남산정요양병원,35.21306491,129.0219633,응급의료기관이외,3호선 남산정역 5번출구,2009-08-22,부산광역시 북구 만덕대로 158 (덕천동),,051-332-5060,2020-02-04,46569
